"unitid","cityid","avgbaserate","dogs","maxoccupancyadults","fullbaths","terminated","bedrooms","beachaccess","hottub"
16803,84,242,,,2,0,3,"El Dorado Beach - 2.4 mi / 3.9 km
Regan Beach - 2.7 mi / 4.4 km
Pope Beach - 3.1 mi / 5 km",-1
16824,164,254,,,2,0,4,,-1
16825,164,193,1,6,2,0,3,,1
16837,2983,224,,,2,1,3,,-1
16844,458,342,,6,2,0,3,,-1
16863,164,136,,,1,0,2,,-1
16864,32,240,,,2,1,3,,2
16865,528,152,,2,1,0,1,,-1
16866,194,119,,,2,0,3,,-1
17029,204,195,,,3,0,3,,2
17074,130,200,1,,2,0,3,,1
17079,44,149,1,,1,0,2,,-1
17081,1215,185,,,2,0,2,,-1
17126,44,232,,,2,0,3,,1
17157,84,355,,,3,0,6,,-1
17211,464,152,1,,2,0,1,,-1
17250,164,179,,,1,1,3,,-1
17298,48,108,,,1,0,1,,2
17486,194,113,,,1,0,2,,-1
17487,194,112,,,1,0,2,,-1
17592,32,215,,8,2,0,3,,1
17599,157,740,,,5,0,6,,-1
17620,528,234,,,2,0,3,,1
17630,204,300,,,2,1,4,,-1
17656,164,257,,,3,1,4,,1
17659,204,1047,,,5,1,8,,-1
17661,204,364,,,2,1,4,,1
17662,204,618,,,3,1,8,,-1
17663,351,537,,,2,0,5,,1
17676,164,188,,,2,0,3,,1
17692,206,194,,,3,0,2,,2
17703,306,195,,,2,1,3,,-1
17708,206,182,,,2,0,2,,2
17778,1059,175,,8,3,1,4,,-1
17788,164,113,,,1,0,2,,-1
17827,32,164,,,1,0,0,,2
17843,63,377,,8,2,0,4,,-1
17891,164,147,,,2,0,3,,-1
17893,32,247,,8,3,0,4,,2
17894,84,502,1,,4,0,5,,1
17908,43,136,,,1,0,2,,2
17920,194,160,1,,2,0,2,,1
17957,528,186,,,2,0,2,,-1
17961,164,166,1,,1,0,3,,-1
18022,194,166,1,0,2,1,3,"This quiet Big Bear Lake neighborhood is just a five-minute drive from the lake for swimming and boating. In winter, Bear Mountain Resort is only a five-minute drive away, with Snow Summit Mountain Resort only a few extra miles down the road. The downtown area around the lake (also minutes by car) is dotted with restaurants, shops, and galleries.  Big Bear Lake offers activities like canoeing, boating, swimming, and fishing.",1
18027,128,280,1,,3,0,4,,1
18103,127,209,,,2,0,3,,1
18106,528,215,,,2,0,3,,1
18290,566,334,1,,2,0,2,,
18429,84,354,,,3,0,4,,
18434,566,154,,,1,0,1,,2
18440,566,158,,,1,0,1,,2
18489,164,187,,6,2,0,3,"",1
18526,45,372,,,3,0,4,,1
18541,2983,203,,,2,0,3,,-1
18561,32,180,,,2,0,3,,2
18583,32,174,,,2,0,4,,2
18593,231,295,,,3,0,4,,1
18594,164,243,,,2,1,4,,1
18606,164,242,,,2,0,4,,-1
18610,206,235,,,2,0,2,,2
18622,206,202,,,2,0,2,"The condo key will allow access to the pool, Jacuzzi and Rec. Room.",2
18650,324,168,,,1,0,2,,1
18662,194,118,1,,2,0,2,,-1
18664,1146,166,,,1,0,0,,-1
18691,590,153,1,,2,0,3,,-1
18698,464,137,1,,2,0,3,,-1
18699,130,200,,,3,0,3,,1
18701,135,198,,,2,0,3,,-1
18758,590,157,,,2,0,3,"",-1
18779,3219,354,,,3,0,4,,-1
18780,3219,137,1,6,2,0,2,,-1
18792,3219,199,,,2,0,4,,-1
18916,370,282,,,2,0,4,,-1
18919,1299,279,1,,3,0,4,,-1
18952,46,485,,,3,0,5,,1
18976,458,344,1,,3,1,3,,-1
18984,528,198,1,,2,0,2,,1
19046,231,388,,,3,0,5,,1
19048,324,163,1,,2,0,2,,-1
19050,324,185,,,2,0,3,,1
19051,32,230,1,,2,0,3,,1
19053,48,189,1,,2,1,3,,
19073,32,296,1,,2,0,4,,2
19083,84,237,,,2,0,2,,-1
19094,32,215,,,2,0,2,,2
19103,32,392,,8,4,0,4,,1
19120,194,210,1,,2,0,4,"This quiet Big Bear Lake neighborhood is just a five-minute drive from the lake for swimming and boating. In winter, Bear Mountain Resort is only a five-minute drive away, with Snow Summit Mountain Resort only a few extra miles down the road. The downtown area around the lake (also minutes by car) is dotted with restaurants, shops, and galleries.  Big Bear Lake offers activities like canoeing, boating, swimming, and fishing.",-1
19134,458,375,1,,2,0,3,,-1
19143,324,165,1,,2,0,2,,1
19155,41,539,,,3,0,3,,
19175,223,111,,5,1,0,2,"This quiet Big Bear Lake neighborhood is just a five-minute drive from the lake for swimming and boating. In winter, Bear Mountain Resort is only a five-minute drive away, with Snow Summit Mountain Resort only a few extra miles down the road. The downtown area around the lake (also minutes by car) is dotted with restaurants, shops, and galleries.  Big Bear Lake offers activities like canoeing, boating, swimming, and fishing.",
19201,32,254,,,2,0,2,,2
19204,41,183,,,1,0,0,,2
19206,41,363,,,2,0,2,,2
19212,1249,335,,,2,1,3,,-1
19218,41,177,,,1,0,0,,2
19219,41,351,,,2,0,2,,2
19246,2983,575,,,3,0,5,,1
19260,43,372,,,3,0,5,,-1
19331,32,135,,,2,0,3,,2
19334,45,207,1,,2,0,3,Beaches are in Carnelian Bay and Tahoe City.,-1
19371,194,202,,,3,0,3,,-1
19380,84,207,,,1,0,1,Lakeland Village has 1/4 mile of beach access for guests of the property.,2
19388,164,167,1,,2,0,3,,1
19398,43,179,1,,2,0,3,There is an FOB to get into the private beach for Tahoe Park,-1
19414,56,268,,,2,0,4,,-1
19424,194,219,,,3,1,4,,-1
19482,127,401,1,,4,0,4,"",1
19577,84,232,,,2,0,1,,2
19605,528,199,,,3,0,3,,-1
19660,545,227,1,,3,0,3,"Once you are in the Pine Mountain Lake community, your parking pass gives you access to beach sites.  There are three beaches: The Marina, located off of Cassaretto Court, Lake Lodge located at Pine Mountain Drive, near Cresthaven Drive,  and Dunn Court Beach, located at Dunn Court. Swimming is allowed inside the designated areas only. On private lakefront property, swimming is confined to within thirty feet (30) of the shoreline or private dock.  Please display your parking pass if visiting one of these areas. Parking in the Marina beach parking lot is not permitted on Friday, Saturday or Sunday, and is reserved for homeowners.  Beaches can also be accessed via water taxi, traveling from one beach to the next.  Please call Pine Mountain Lake with any questions: (209) 962-8615.  
",1
19742,130,189,,,2,0,3,,-1
19769,32,309,,,2,0,3,,2
19856,164,134,,,1,0,3,,-1
19867,164,127,,,2,1,3,,
19868,204,220,,,2,0,3,,1
19905,42,247,,,3,0,4,,2
19911,32,248,,8,2,0,3,,2
19914,48,208,,,2,0,3,,1
19928,194,109,,,2,0,2,,-1
19943,566,481,,,4,0,5,,-1
19949,165,324,,,2,0,4,,1
19960,206,317,,,2,0,2,,2
19966,566,183,,,1,1,2,,-1
19991,590,141,,,2,0,3,,1
20017,194,189,,,2,1,3,,1
20076,45,286,1,,3,0,4,,1
20087,164,270,,,3,0,4,,1
20092,464,90,1,,1,0,0,,-1
20096,464,90,1,,1,0,0,,-1
20111,194,140,,,2,0,3,,-1
20130,464,158,,,2,0,3,,-1
20132,164,189,1,,2,0,3,,1
20149,528,327,,,2,0,3,,1
20226,566,111,,,1,1,0,,
20231,206,221,,,2,0,2,,
20233,206,182,,,2,0,1,,2
20249,48,224,,,3,0,3,,
20269,1146,433,1,8,3,0,4,"There is a dock on the property that is situated over the Russian River, but it is ONLY operational/accessible in the summer months. Please be sure to use extreme caution and access at your own risk.",
20272,129,197,,,1,0,2,,-1
20274,528,164,1,,2,0,2,,-1
20383,164,135,1,,2,0,2,,-1
20396,1338,822,,,4,1,5,,-1
20412,471,421,,,2,0,4,,-1
20414,3272,307,,,2,1,3,,-1
20415,471,302,,,2,0,3,,1
20416,471,284,,,2,0,3,,-1
20417,471,316,,,3,0,3,,-1
20418,494,318,,,2,0,3,,1
20419,566,356,1,,3,0,3,,-1
20420,471,281,,,2,0,2,,-1
20421,471,276,,,2,0,2,,1
20422,1075,268,,,2,0,3,,-1
20423,471,243,,,2,0,2,,-1
20424,471,277,,,2,0,3,,-1
20425,471,265,,,2,0,2,,-1
20426,818,196,,,1,0,3,,-1
20433,471,147,,,1,0,1,,-1
20435,471,139,,,1,0,1,"2 block from the San Clemente Pier",-1
20436,471,147,,,1,0,1,,-1
20438,189,358,,,2,0,3,,-1
20439,471,181,,,2,0,2,,-1
20440,189,226,,,1,0,2,,-1
20442,471,260,,,3,0,3,,-1
20443,590,262,,,3,0,4,,2
20445,471,194,,,2,0,2,,-1
20446,471,191,,,2,0,2,,-1
20459,129,183,1,,1,0,2,,-1
20486,464,116,,,1,0,1,,-1
20493,505,189,,,2,0,2,,2
20499,46,187,,,2,0,3,,2
20504,164,207,1,,4,0,3,,-1
20518,566,253,,,2,0,3,,
20519,566,253,,,2,0,2,,-1
20630,204,272,,8,3,0,3,,1
20632,204,147,,,2,0,3,,-1
20677,194,272,,,4,0,5,,1
20701,471,287,,,2,0,3,,-1
20712,164,229,1,,3,0,5,,1
20714,41,442,,,2,0,4,,1
20728,471,222,,,2,0,3,,-1
20729,471,252,,,1,0,3,Three blocks from the beach,-1
20759,566,278,,,2,1,3,,-1
20784,818,353,,,2,0,5,,1
20787,189,607,,,4,0,6,,-1
20789,471,724,,,6,0,6,,-1
20792,471,603,,,5,0,5,,-1
20796,128,162,1,,2,0,2,,-1
20807,84,454,,,2,0,5,,1
20811,84,350,,6,2,0,3,,1
20812,528,206,,,2,0,3,,1
20814,324,186,,,3,0,3,Cook's Beach access is just a few minute walk from the home. Please use caution while following the marked path & stairs down to the beach.,-1
20817,324,211,,,3,0,2,"The closest beach is Cook's Beach, just south of the home off CR-526.  Please use caution while walking along Hwy 1 and following the marked path & stairs down to the beach.",1
20826,528,204,,,2,0,1,,1
20851,164,136,,,1,0,2,,1
20965,164,220,,,3,0,3,,-1
20976,528,205,1,,2,0,3,,1
20990,224,636,,,3,0,4,,-1
20992,194,297,,,3,0,5,,1
21006,32,177,,,2,0,3,,-1
21007,406,175,,,2,0,3,,-1
21024,206,157,,,2,0,1,,2
21208,84,269,,,2,0,3,The lake is three miles away.,1
21251,164,187,,,2,1,3,,1
21282,324,190,,,2,0,3,,1
21331,43,170,1,,2,0,1,,2
21378,3376,416,,,4,0,4,,-1
21379,41,232,,,1,0,1,,2
21419,304,244,,,1,0,2,"10 minutes from Monterey Bay.",
21456,494,171,,,1,0,1,,-1
21478,164,283,,,3,0,3,,1
21497,32,1086,,,5,1,5,,1
21513,846,345,,,2,0,3,"1 block away",-1
21527,164,113,1,,1,0,2,,
21645,566,212,,,2,0,2,,-1
21694,164,136,,,1,0,2,,1
21790,818,368,1,,3,0,4,,1
21791,3219,127,,,2,0,2,,-1
21812,566,155,,,1,0,1,,2
21836,164,125,,6,1,0,2,,-1
21842,818,308,,,3,0,3,,1
21852,324,147,,,2,0,2,,-1
21872,3328,184,,,1,0,2,,-1
21874,3328,186,,,1,0,2,,-1
21952,206,173,,,2,0,2,,2
22027,32,212,1,8,2,0,3,,2
22045,46,194,1,,2,0,3,,-1
22049,370,477,,,2,0,3,,
22157,43,239,1,,2,0,3,,-1
22200,566,322,,,2,0,3,,-1
22227,2983,128,,,1,0,1,,-1
22245,120,305,,,2,0,3,,
22312,32,329,,,2,0,4,,1
22315,1299,226,,,1,0,3,,-1
22366,32,199,1,,2,0,3,,1
22371,528,217,1,,2,0,2,You will have public and private beach access throughout Sea Ranch.,1
22373,130,286,,,2,0,3,There is no beach or water access.,-1
22439,164,168,1,,2,0,3,,-1
22496,164,110,,,1,0,1,,-1
22538,458,282,,9,2,0,3,"Beach access is to the left of the home, go to the end of the street - make a right to access beach - 5 min walk",-1
22543,458,351,,,3,0,2,Beach access 30 ft walk to the right of the front door,-1
22604,464,136,,,2,0,2,,-1
22608,223,124,1,,1,0,2,,-1
22625,120,156,,,1,0,1,,
22653,165,568,1,,3,0,3,Building sits right off of Mission Beach Boardwalk.,-1
22655,165,263,1,,2,0,2,,-1
22686,46,132,,,1,0,1,,2
22687,32,234,1,,3,0,3,,2
22768,1059,175,,6,3,0,4,,-1
22818,84,125,,,2,0,2,,-1
22829,118,551,1,,3,0,4,Access to several public beaches,1
22839,1081,214,,,2,0,3,,-1
22841,130,608,1,,3,0,4,,1
22842,130,441,1,,3,0,3,,2
22843,130,200,1,,1,0,1,,-1
22844,351,292,,,3,0,4,,1
22846,130,415,1,,2,0,3,,1
22922,1059,208,,8,2,0,3,,-1
22934,165,318,,,2,0,2,,
22942,458,450,,,2,0,3,This home is beachfront.,-1
22951,1164,200,,,2,0,2,"Salt Point State Park is 2.5 miles north
Windermere Point is 2 miles south",-1
23035,165,112,,,1,0,0,,-1
23090,566,166,,,1,0,1,,2
23094,458,405,,8,2,0,4,The beach is down the street to the right of the property - public access only,1
23129,165,130,1,,1,0,1,,-1
23136,3328,195,,,2,0,2,,
23137,3328,195,,,2,0,2,,-1
23143,1146,255,,,2,0,3,There is public beach access 13.9 miles away at Goat Rock State Beach,-1
23161,486,360,,,2,0,3,There is no beach access.,1
23208,84,276,,,2,0,4,,-1
23278,673,222,,,2,0,4,,-1
23340,165,130,,,1,0,1,,-1
23343,42,241,,,2,0,3,,2
23359,2983,264,1,,2,0,4,,-1
23384,204,347,,,3,0,4,,1
23492,43,257,,,2,0,1,,2
23495,43,124,1,,1,0,0,,2
23496,165,923,,12,4,0,6,"45 steps to the beach",-1
23515,1059,330,,8,3,0,4,,-1
23559,458,549,,,3,0,4,Beach Front - Walk on from the Deck,1
23751,545,256,,,2,0,2,,-1
23779,32,149,,,2,0,3,,2
23888,206,144,,,2,0,1,,2
24131,189,407,1,,3,0,4,This home has a private dock located off the Canal in Balboa.,-1
24157,41,231,1,,1,0,1,,2
24160,45,294,1,,3,0,4,,1
24163,45,160,1,,2,0,2,,2
24168,234,234,,,2,0,3,,
24193,464,131,1,,1,0,2,,-1
24570,84,206,1,,2,0,3,,-1
24694,2983,240,,,3,0,5,,-1
24734,590,157,,,2,0,3,,-1
24761,165,433,1,,3,0,5,,1
24763,164,177,1,,1,0,2,,1
24782,1138,359,1,,1,0,2,,1
24788,528,201,,,3,0,3,There is access to all public and private beaches on Sea Ranch. This home is 0.1 miles from the Bluff Trail which winds along the Pacific Coastline in Sea Ranch.,-1
24859,41,187,,,1,0,1,,2
24952,505,181,1,,2,0,3,,2
24973,48,179,1,,1,0,2,,1
24984,194,170,1,,2,0,3,,-1
25061,41,193,,,2,0,2,,2
25064,206,173,1,,3,0,2,"",2
25243,32,282,,,3,0,4,,2
25264,189,428,,10,2,0,4,,-1
25265,189,225,,6,1,0,2,,-1
25266,189,225,,4,1,0,2,,-1
25390,2983,484,,,3,0,3,,1
25557,42,343,1,,2,0,4,,1
